195	0	1
196	2	5
197	2	3
198	2	3
199	2	3
200	1	4
201	1	3
202	1	5
203	2	3
204	1	4
205	1	3
206	1	3
207	1	5
208	1	3
209	2	4
210	1	3
211	2	4
212	2	3
213	2	5
214	2	1
215	1	5
216	2	3
217	2	5
218	1	3
219	1	4
220	1	4
221	2	4
222	2	3
223	1	3
224	2	4
225	2	3
226	2	3
227	1	3
228	1	5
229	2	4
230	1	3
231	1	3
232	1	3
233	1	3
234	1	3
235	1	3
236	1	3
237	1	3
238	2	5
239	1	4
240	1	4
241	1	3
242	1	2
243	2	3
244	2	4
245	2	3
246	1	3
247	2	4
248	1	3
249	1	4
250	1	4
251	1	3
252	1	4
253	1	4
254	1	4
255	1	3
256	1	4
257	1	3
258	2	3
259	1	3
260	2	4
261	2	5
262	2	3
263	1	3
264	2	4
265	2	3
266	1	3
267	2	3
268	1	3
269	1	3
270	1	3
271	1	3
272	2	5
273	2	4
274	1	5
275	2	3
276	1	4
277	2	3
278	1	3
279	1	2
280	1	4
281	1	4
282	1	3
283	2	6
284	1	5
285	2	1
286	1	4
287	1	3
288	2	3
289	1	3
290	2	3
291	2	4
292	1	2
293	1	3
294	1	3
295	1	5
296	1	5
297	1	3
298	1	4
299	1	3
300	2	4
301	2	3
302	2	3
303	1	6
304	2	2
305	2	4
306	2	3
307	1	1
308	1	5
309	2	3
310	1	3
311	1	4
312	1	2
313	2	3
314	1	4
315	1	6
316	2	3
317	2	3
318	2	3
319	1	3
320	2	3
321	1	3
322	1	3
323	2	3
324	2	3
325	2	4
326	2	3
327	1	5
328	0	1
329	1	3
330	1	3
331	2	3
332	1	3
333	1	4
334	2	3
335	1	4
336	1	4
337	2	3
338	2	2
339	2	5
340	1	4
341	2	3
342	1	6
343	1	4
344	2	3
345	2	2
346	1	4
347	2	3
348	1	3
349	1	6
350	1	4
351	2	4
352	1	3
353	1	3
354	2	3
355	1	3
356	1	3
357	1	2
358	2	3
359	2	6
360	1	4
361	2	3
362	2	1
363	2	3
364	1	3
365	2	3
366	2	2
367	1	3
368	1	3
369	1	3
370	1	3
371	1	4
372	1	3
373	2	5
374	1	4
375	1	4
376	1	3
377	2	3
378	2	3
379	1	4
380	1	4
381	1	4
382	2	3
383	1	4
384	1	3
385	1	5
386	2	3
387	1	3
388	1	1
389	1	3
390	1	5
391	2	3
392	1	4
393	1	4
394	1	6
395	1	3
396	0	1
397	2	3
398	1	3
399	2	4
400	1	3
401	2	4
402	2	3
403	2	5
404	1	3
405	2	3
406	2	3
407	2	3
408	1	3
409	2	3
410	2	4
411	1	3
412	1	4
413	1	5
414	1	2
415	1	3
416	1	4
417	2	3
418	2	2
419	2	3
420	1	4
421	2	1
422	2	4
423	2	4
424	1	5
425	1	3
426	2	3
427	1	3
428	2	3
429	1	3
430	1	5
431	1	3
432	1	5
433	1	3
434	1	2
435	1	6
436	1	5
437	1	3
438	2	2
439	2	3
440	2	4
441	2	3
442	1	3
443	2	3
444	2	3
445	2	6
446	1	4
447	1	5
448	2	3
449	2	3
450	1	6
451	1	5
452	1	3
453	1	4
454	1	1
455	2	3
456	1	3
457	1	4
458	2	3
459	1	3
460	1	5
461	2	4
462	2	3
463	1	6
464	2	3
465	2	3
466	2	4
467	1	3
468	2	3
469	2	3
470	1	3
471	2	3
472	2	3
473	1	3
474	2	4
475	2	3
476	1	4
477	1	5
478	1	3
479	1	3
480	2	4
481	1	4
482	1	4
483	2	3
484	1	3
485	1	5
486	1	3
487	2	4
488	1	5
489	2	3
490	1	6
491	1	3
492	2	3
493	1	4
494	1	3
495	1	3
496	1	4
497	2	4
498	0	1
499	2	3
500	2	3
501	2	4
502	1	3
503	2	5
504	1	4
505	2	3
506	1	5
507	1	3
508	2	3
509	1	3
510	2	3
511	2	5
512	2	4
513	1	4
514	2	3
515	2	3
516	1	3
517	1	4
518	1	3
519	2	3
520	1	4
521	2	3
522	1	5
523	1	6
524	1	4
525	1	5
526	1	2
527	1	3
528	1	3
529	1	3
530	1	4
531	1	4
532	1	3
533	2	5
534	1	1
535	1	3
536	1	3
537	1	6
538	1	4
539	1	4
540	2	3
541	2	5
542	1	5
543	1	3
544	2	4
545	1	2
546	2	4
547	1	3
548	1	2
549	1	4
550	1	3
551	2	4
552	2	3
553	1	4
554	2	3
555	1	5
556	2	3
557	2	3
558	2	3
559	1	5
560	1	4
561	2	3
562	1	4
563	1	4
564	2	4
565	1	3
566	2	1
567	1	4
568	1	3
569	2	3
570	1	4
571	1	3
572	1	6
573	1	5
574	1	3
575	2	4
576	1	3
577	2	4
578	1	3
579	2	4
580	2	4
581	1	3
582	1	4
583	2	4
584	2	4
585	2	6
586	2	3
587	2	4
588	1	4
589	1	5
590	1	5
591	1	3
592	2	3
593	1	4
594	1	3
595	1	3
596	1	2
597	1	5
598	2	3
599	2	3
600	2	3
601	1	3
602	2	4
603	1	4
604	1	3
605	2	4
606	2	2
607	1	5
608	1	2
609	1	4
610	2	1
611	1	3
612	2	3
613	1	4
614	1	3
615	2	3
616	1	6
617	2	3
618	2	4
619	1	3
620	1	4
621	2	3
622	2	3
623	2	3
624	2	3
625	1	3
626	1	3
627	1	3
628	1	3
629	1	4
630	2	3
631	1	6
632	1	4
633	2	3
634	1	3
635	2	4
636	2	3
637	1	3
638	2	5
639	2	3
640	1	5
641	2	3
642	1	5
643	2	3
644	2	1
645	2	3
646	1	4
647	1	3
648	1	3
649	1	4
650	1	3
651	1	5
652	2	4
653	1	3
654	2	4
655	1	5
656	2	3
657	1	4
658	2	4
659	1	3
660	2	4
661	1	3
662	1	4
663	2	3
664	1	4
665	2	6
666	1	3
667	2	4
668	2	6
669	1	4
670	0	1
671	1	1
672	2	3
673	1	3
674	2	3
675	1	5
676	2	3
677	2	3
678	1	4
679	2	3
680	2	3
681	1	3
682	2	4
683	2	3
684	1	4
685	1	4
686	1	4
687	2	3
688	1	4
689	1	3
690	2	4
691	1	3
692	1	5
693	1	3
694	2	3
695	1	1
696	2	4
698	1	3
699	1	3
700	1	4
701	1	4
702	1	3
703	2	4
704	1	3
705	1	4
706	2	3
707	2	4
708	2	4
709	2	5
710	1	3
711	1	4
712	1	4
713	2	3
714	2	4
715	2	3
716	2	5
717	2	3
718	1	5
719	1	3
720	1	2
721	1	5
722	2	3
723	2	5
724	1	4
725	1	4
726	2	3
727	1	4
728	1	5
729	2	5
730	1	5
731	2	3
732	2	3
733	2	3
734	2	6
735	1	3
736	1	3
737	1	3
738	2	5
739	2	3
740	1	3
741	2	3
742	1	3
744	2	3
745	1	2
746	1	3
747	1	3
748	2	5
749	1	3
750	2	3
751	1	3
752	2	3
753	1	6
754	1	4
755	1	4
756	0	5
757	1	4
758	1	3
759	2	3
760	1	3
761	2	3
762	1	3
763	2	3
764	1	3
765	1	5
766	1	3
767	1	3
768	1	3
769	2	3
770	1	3
771	1	3
772	2	5
773	1	4
774	1	4
775	1	4
776	1	6
777	1	4
778	1	3
779	2	3
780	1	4
781	1	3
782	1	4
783	2	5
784	1	4
785	2	4
786	2	6
787	1	4
788	1	1
789	1	6
790	1	4
791	2	4
792	2	3
794	1	3
795	1	4
796	2	4
797	1	4
798	1	5
799	2	1
800	1	3
801	2	3
802	1	6
803	1	3
804	2	3
805	1	2
806	1	4
807	1	1
808	2	2
809	1	4
810	2	4
811	1	4
812	1	5
813	2	4
814	2	1
815	1	3
816	1	4
817	2	2
818	1	4
819	1	4
820	1	3
821	1	4
822	1	3
823	2	3
824	1	3
825	1	3
826	1	3
827	2	2
828	1	3
829	2	4
830	1	3
831	1	3
832	1	4
833	1	3
834	1	6
835	2	1
836	1	3
837	2	3
838	2	3
839	2	1
840	1	5
841	1	3
842	1	2
843	1	4
844	1	5
845	1	4
846	1	3
847	2	3
848	1	3
849	2	3
850	1	4
851	1	3
852	1	3
853	1	4
854	1	4
855	1	3
856	2	3
857	2	3
858	1	5
859	1	4
860	1	2
861	1	6
862	1	3
863	2	3
864	2	2
865	1	3
866	1	3
867	1	2
868	1	4
869	1	4
870	2	4
871	1	3
872	2	3
873	2	3
874	1	4
876	1	3
877	1	4
878	1	3
879	2	3
880	1	3
881	1	3
882	0	1
883	1	4
884	1	4
885	0	1
886	1	5
887	2	4
889	1	3
890	1	4
891	1	3
892	1	5
893	2	3
894	1	4
895	1	4
896	2	2
897	2	4
898	1	5
899	2	3
900	1	5
901	2	4
902	2	3
903	1	6
904	2	3
905	1	3
907	2	3
908	1	5
909	2	4
910	1	4
911	2	4
912	1	5
913	2	3
914	1	3
915	1	1
916	2	3
917	2	2
918	2	3
919	1	5
920	2	3
921	1	4
922	1	5
923	2	3
924	2	5
925	2	4
926	1	4
927	1	3
928	1	4
929	1	5
930	1	3
931	1	4
932	1	3
933	2	3
934	1	6
935	1	5
936	2	4
938	2	3
939	1	3
940	1	3
941	2	1
942	2	3
943	1	4
944	1	3
945	2	3
946	1	6
947	1	4
948	2	4
950	1	4
951	1	3
952	2	3
953	1	4
954	1	3
955	1	4
956	2	4
957	1	5
958	1	4
959	1	4
960	1	4
961	2	3
962	1	4
963	0	1
964	1	4
965	2	3
966	2	4
967	1	2
968	2	3
969	2	3
970	2	3
971	2	3
972	1	3
973	1	4
974	1	3
975	2	3
976	2	5
977	2	3
978	1	4
979	2	3
980	1	4
981	2	6
982	1	2
983	1	4
984	2	3
985	1	3
986	2	3
987	1	3
988	1	3
989	1	3
990	1	4
991	2	4
992	1	4
993	1	3
994	1	5
995	1	3
996	1	4
997	1	3
998	2	3
999	2	3
1000	1	3
1001	1	4
1002	1	4
1003	1	4
1004	2	3
1005	1	4
1006	2	6
1007	1	4
1008	1	3
1009	2	3
1010	1	3
1011	1	4
1012	1	1
1013	2	4
1014	1	5
1015	1	4
1016	1	3
1017	1	3
1018	2	3
1019	1	3
1020	2	3
1021	1	5
1022	1	3
1023	1	3
1024	1	5
1025	1	3
1026	1	3
1027	1	3
1028	2	3
1029	2	3
1030	2	5
1031	1	4
1032	1	3
1033	1	5
1034	2	3
1035	1	5
1036	1	5
1037	1	3
1038	2	4
1039	1	3
1040	1	6
1041	2	3
1042	2	4
1043	1	3
1044	1	4
1045	1	3
1046	1	4
1047	2	3
1048	1	5
1049	1	4
1050	2	3
1051	1	6
1052	1	3
1053	2	4
1054	1	5
1055	1	3
1056	1	2
1057	2	3
1058	1	4
1059	1	1
1060	2	4
1061	2	3
1062	1	4
1063	2	3
1064	1	5
1065	1	3
1067	1	4
1068	1	4
1069	2	5
1070	1	3
1071	1	4
1072	2	3
1073	2	3
1074	1	3
1075	1	3
1076	1	5
1077	1	4
1078	1	4
1079	1	4
1080	1	3
1081	2	3
1082	2	2
1083	1	4
1084	1	3
1085	1	3
1086	1	6
1087	2	3
1088	1	3
1089	1	5
1090	1	4
1091	2	4
1092	2	3
1093	1	3
1094	1	4
1095	1	4
1096	1	3
1097	2	5
1098	1	2
1099	1	3
1100	1	4
1101	1	5
1102	1	3
1103	2	3
1104	1	3
1105	1	4
1106	2	3
1107	2	3
1108	2	3
1109	1	2
1110	2	3
1111	2	6
1112	1	3
1113	1	5
1114	1	3
1115	2	6
1116	1	6
1117	1	3
1118	2	3
1119	1	4
1120	1	5
1121	2	3
1122	1	3
1123	1	3
1124	1	3
1125	1	4
1126	1	4
1127	2	3
1128	1	4
1129	2	3
1130	1	1
1131	1	4
1132	2	5
1133	1	3
1134	1	3
1135	2	2
1136	2	3
1137	1	4
1138	1	5
1139	1	3
1140	2	3
1141	2	5
1142	2	3
1143	2	3
1144	2	5
1145	1	6
1146	1	2
1147	1	5
1148	1	3
1149	2	3
1150	2	3
1151	1	3
1152	2	3
1153	1	5
1154	2	3
1155	1	2
1156	1	4
1157	1	2
1158	1	1
1159	1	3
1160	2	3
1161	2	3
1162	1	4
1163	2	4
1164	2	5
1165	2	3
1166	1	4
1167	1	4
1168	2	4
1169	1	3
1170	1	4
1171	2	3
1172	2	3
1173	1	4
1174	2	3
1175	1	6
1176	2	3
1177	2	4
1178	2	4
1179	1	5
1180	1	3
1181	1	4
1182	1	4
1183	2	3
1184	1	3
1185	1	5
1186	1	3
1187	2	4
1188	2	5
1189	1	3
1190	1	4
1191	2	1
1192	1	4
1193	1	3
1194	2	3
1195	2	6
1196	2	3
1197	2	5
1198	2	3
1199	1	3
1200	2	3
1201	1	3
1202	1	5
1203	1	4
1204	1	3
1205	1	4
1206	1	3
1207	1	5
1208	1	4
1209	1	3
1210	2	4
1211	1	3
1212	1	5
1213	1	5
1214	2	3
1215	1	4
1216	1	3
1217	1	2
1218	2	3
1219	2	3
1220	1	3
1221	1	4
1222	2	6
1223	1	4
1224	1	3
1225	2	3
1226	2	3
1227	2	3
1228	1	4
1229	1	4
1230	1	4
1231	2	3
1232	1	4
1233	2	3
1234	2	3
1235	1	3
1236	1	4
1237	1	3
1238	2	3
1239	2	3
1240	1	4
1241	2	3
1242	1	4
1243	1	2
1244	2	3
1245	1	3
1246	2	6
1247	2	3
1248	1	4
1249	1	4
1250	1	5
1251	1	6
1252	1	3
1253	1	4
1254	2	4
1255	2	3
1256	1	3
1258	1	3
1259	2	5
1260	1	4
1261	2	4
1262	1	4
1263	1	2
1264	1	4
1265	1	3
1266	2	2
1267	1	6
1268	1	5
1269	2	4
1270	1	2
1271	1	3
1272	2	3
1273	1	3
1274	1	3
1275	1	3
1276	2	3
1277	1	3
1278	2	1
1279	1	4
1280	1	1
1281	2	5
1282	1	5
1283	2	3
1284	2	5
1285	1	3
1286	2	3
1287	1	2
1288	2	4
1289	1	5
1290	1	4
1291	1	3
1292	2	3
1293	1	3
1294	2	3
1295	2	3
1296	1	4
1297	1	3
1298	1	3
1299	1	6
1300	2	3
1301	1	4
1302	2	2
1303	1	5
1304	1	2
1305	2	3
1306	2	2
1307	2	3
1308	2	2
1309	2	3
1310	1	3
1311	2	3
1312	1	3
1313	1	3
1314	1	5
1315	1	5
1316	2	3
1317	2	3
1318	2	4
1319	1	3
1320	1	5
1321	2	4
1322	1	1
1323	2	2
1324	2	4
1325	1	5
1326	2	3
1327	1	5
1328	1	4
1329	1	5
1330	1	3
1331	1	4
1332	1	4
1333	1	4
1334	2	1
1335	1	5
1336	1	4
1337	1	3
1338	1	4
1339	2	3
1340	2	3
1341	1	5
1342	1	3
1343	1	6
1344	1	3
1345	1	3
1346	1	6
1347	1	4
1348	1	2
1349	2	3
1350	1	4
1351	2	4
1352	2	3
1353	1	3
1354	2	3
1355	1	3
1356	2	3
1357	1	3
1358	1	5
1359	1	3
1360	1	5
1361	1	3
1362	2	4
1363	1	6
1364	1	4
1365	1	1
1366	2	3
1367	1	4
1368	2	4
1369	1	3
1370	1	5
1371	1	4
1372	2	3
1373	1	4
1374	2	6
1375	1	3
1376	1	4
1377	1	3
1378	2	5
1379	1	3
1380	1	3
1381	1	3
1382	1	4
1383	2	3
1384	2	3
1385	1	5
1386	2	5
1387	1	4
1388	2	4
1389	1	3
1390	1	4
1391	2	4
1392	1	3
1393	1	3
1394	2	3
1395	2	1
1396	1	3
1397	1	4
1398	2	3
1399	2	3
1400	1	4
1401	2	4
1402	2	4
1403	2	3
1404	1	3
1405	2	4
1406	1	4
1407	2	1
1408	2	3
1409	2	4
1410	2	1
1411	2	1
1412	2	6
1413	1	3
1414	2	4
1415	2	3
1416	1	2
1417	2	3
1418	2	3
1419	1	1
1420	2	3
1421	1	4
1422	1	3
1423	1	3
1424	1	1
1425	2	4
1426	1	3
1427	2	4
1428	2	3
1429	2	3
1430	1	4
1431	0	1
1432	2	3
1433	2	3
1434	2	3
1435	1	5
1436	2	4
1437	1	3
1438	1	3
1439	1	4
1440	1	3
1441	1	5
1442	1	3
1443	2	3
1444	2	2
1445	2	6
1446	1	5
1447	1	2
1448	2	5
1449	1	4
1450	2	3
1451	2	3
1452	1	4
1453	1	4
1454	1	3
1455	2	2
1456	1	6
1457	2	3
1458	1	4
1459	1	4
1460	1	3
1461	2	3
1462	1	1
1463	1	3
1464	1	3
1465	2	3
1466	2	3
1467	2	4
1468	2	4
1469	1	3
1470	1	3
1471	1	3
1472	1	4
1473	1	4
1474	2	3
1475	2	4
1476	2	4
1477	2	3
1478	2	3
1479	1	3
1480	2	4
1481	1	4
1482	2	4
1483	1	2
1484	2	4
1485	2	5
1486	2	5
1487	2	4
1488	2	3
1489	1	4
1490	1	6
1491	1	4
1492	2	3
1493	2	3
1494	2	4
1495	2	3
1496	1	3
1497	1	3
1498	1	3
1499	1	3
1500	1	3
1501	1	2
1502	2	2
1503	2	1
1504	1	4
1505	1	3
1506	1	6
1507	1	3
1508	1	3
1509	2	4
1510	1	4
1511	1	3
1512	1	5
1513	1	5
1514	2	4
1515	2	4
1516	1	3
1517	1	2
1518	1	4
1519	1	2
1520	1	5
1521	2	6
1522	1	5
1523	2	4
1524	1	5
1525	1	5
1526	2	5
1527	2	5
1528	2	4
1529	2	3
1530	1	2
1531	1	6
1532	1	4
1533	2	3
1534	1	3
1535	2	5
1536	1	1
1538	1	3
1539	1	4
1540	2	3
1541	2	2
1542	1	4
1543	1	4
1544	2	1
1545	1	3
1546	2	4
1547	1	2
1548	2	4
1549	2	2
1550	1	3
1551	1	3
1552	1	5
1553	2	6
1554	2	3
1555	1	1
1556	1	3
1557	1	4
1558	1	3
1559	1	3
1560	1	3
1561	1	3
1562	2	2
1563	2	3
1564	2	4
1565	2	4
1566	1	3
1567	1	4
1568	0	1
1569	2	1
1570	1	4
1571	1	5
1572	1	4
1573	2	3
1574	1	4
1575	2	3
1576	1	4
1577	1	4
1578	1	2
1579	1	2
1580	1	1
1581	1	6
1582	1	4
1583	2	2
1584	1	2
1585	1	3
1586	1	2
1587	2	4
1588	2	3
1589	1	4
1590	1	2
1591	1	5
1592	2	3
1593	2	2
1594	1	3
1595	1	5
1596	2	5
1597	1	1
1598	0	1
1599	2	3
1600	1	4
1601	1	4
1602	2	1
1603	1	3
1604	2	4
1605	2	4
1606	1	1
1607	1	3
1608	1	3
1609	1	2
1610	2	3
1611	1	3
1612	2	3
1613	2	5
1614	1	6
1615	2	3
1616	2	3
1617	1	3
1618	1	4
1619	1	3
1620	2	3
1621	1	4
1622	1	4
1623	1	3
1624	2	3
1625	2	3
1626	1	3
1627	2	2
1628	1	4
1629	1	5
1630	2	5
1631	1	5
1632	1	4
1633	1	4
1634	1	4
1635	1	6
1636	1	3
1637	2	1
1638	1	4
1639	1	3
1640	2	3
1641	1	3
1642	1	4
1643	1	3
1644	1	5
1645	1	4
1646	1	3
1647	2	3
1648	2	3
1649	1	6
1650	1	5
1651	1	3
1652	1	2
1653	1	6
1654	2	3
1655	2	3
1656	1	3
1657	1	3
1658	1	4
1659	2	4
1660	2	3
1661	1	3
1662	0	4
1663	2	3
1664	1	4
1665	1	3
1666	2	3
1667	1	3
1668	1	3
1669	1	4
1670	1	4
1671	1	3
1672	1	4
1673	1	6
1674	1	5
1675	1	1
1676	1	4
1677	1	4
1678	1	5
1679	1	4
1680	2	4
1681	1	5
1682	1	3
1683	1	5
1684	1	4
1685	2	4
1686	2	5
1687	1	4
1688	1	4
1689	1	3
1690	1	3
1691	1	3
1692	1	6
1693	1	4
1694	2	4
1695	1	3
1696	1	4
1697	1	3
1698	2	3
1699	1	1
1700	1	3
1701	2	5
1702	1	4
1703	2	3
1704	2	3
1705	1	4
1706	1	3
1707	1	3
1708	1	4
1709	2	4
1710	1	5
1711	2	3
1712	1	3
1713	1	4
1714	2	3
1715	1	6
1716	1	4
1717	1	3
1718	2	5
1719	1	4
1720	1	1
1721	1	2
1722	1	6
1723	1	6
1724	1	4
1725	1	3
1726	1	3
1727	1	2
1728	2	3
1729	1	1
1730	2	3
1731	1	1
1732	1	5
1733	1	3
1734	1	4
1735	2	4
1736	1	3
1737	2	4
1738	1	5
1739	2	5
1740	1	6
1741	2	2
1742	1	4
1743	1	4
1744	1	6
1745	1	3
1746	2	4
1747	2	3
1748	1	4
1749	1	5
1750	2	1
1751	1	4
1752	1	5
1753	1	3
1754	1	3
1755	2	6
1756	2	6
1757	1	4
1758	1	3
1759	1	3
1760	2	4
1761	1	4
1762	1	3
1763	1	4
1764	2	6
1765	1	2
1766	1	1
1767	1	3
1768	1	3
1769	1	3
1770	1	3
1771	1	3
1772	1	4
1773	2	2
1774	2	5
1775	0	1
1776	1	4
1777	2	3
1778	1	1
1779	1	4
1780	2	4
1781	2	4
1782	1	2
1783	1	3
1784	1	3
1785	1	1
1786	2	4
1787	1	3
1788	1	4
1789	2	6
1790	1	3
1791	1	5
1792	1	3
1793	2	3
1794	1	3
1795	2	4
1796	2	3
1797	2	5
1798	2	3
1799	1	1
1800	2	4
1801	1	3
1802	2	3
1803	1	4
1804	1	2
1805	1	3
1806	2	4
1807	2	3
1808	2	4
1809	1	3
1810	1	1
1811	1	3
1812	1	3
1813	1	3
1814	1	3
1815	2	3
1816	1	2
1817	2	2
1818	2	1
1819	1	4
1820	2	3
1821	2	3
1822	1	2
1823	1	4
1824	1	3
1825	1	3
1826	1	4
1827	1	3
1828	1	6
1830	1	1
1831	1	4
1832	1	2
1833	2	4
1834	2	5
1835	1	4
1836	1	6
1837	1	4
1838	1	3
1839	1	3
1840	1	6
1841	2	5
1842	1	5
1843	2	3
1844	2	3
1845	2	3
1846	1	5
1847	1	4
1848	2	5
1849	2	4
1850	1	2
1851	1	3
1852	2	2
1853	2	3
1854	2	4
1855	1	3
1856	1	2
1857	2	5
1858	1	3
1859	1	3
1860	2	4
1861	1	4
1862	2	3
1863	1	3
1864	1	3
1865	1	3
1866	1	3
1867	1	3
1869	2	3
1870	2	3
1871	1	3
1872	1	3
1873	2	4
1874	2	3
1875	1	5
1876	2	5
1877	1	3
1878	1	4
1879	1	4
1880	2	4
1881	2	2
1882	1	2
1883	1	4
1885	2	4
1886	1	4
1887	2	4
1888	1	3
1889	2	3
1890	2	3
1891	1	3
1892	1	4
1893	1	4
1894	1	3
1895	1	3
1896	2	3
1897	1	3
1898	1	3
1899	2	4
1900	2	3
1901	1	4
1902	1	3
1903	1	4
1904	1	4
1905	2	3
1906	1	5
1907	2	3
1908	2	4
1909	2	3
1910	2	6
1911	1	4
1912	1	2
1913	1	5
1914	1	5
1915	2	3
1916	1	5
1917	1	3
1918	1	6
1919	2	1
1920	2	3
1921	2	3
1922	1	3
1923	1	2
1924	1	4
1925	1	4
1926	1	3
1927	2	3
1929	2	4
1930	2	4
1931	1	4
1932	1	3
1933	1	6
1934	2	3
1935	1	4
1936	2	4
1937	1	4
1938	1	3
1939	1	3
1940	1	2
1941	1	3
1942	2	5
1943	2	3
1944	1	4
1945	2	4
1946	1	5
1947	2	3
1948	1	4
1949	1	4
1951	2	4
1952	1	3
1953	1	3
1954	1	4
1955	1	1
1956	1	4
1957	1	6
1958	1	4
1959	1	4
1960	2	3
1961	1	4
1962	2	4
1963	2	6
1964	1	5
1965	1	2
1966	2	3
1967	1	3
1968	2	4
1969	1	3
1970	1	3
1971	1	2
1972	2	4
1973	1	4
1974	2	3
1975	2	3
1976	1	3
1977	1	5
1978	2	4
1979	2	6
1980	2	5
1981	1	4
1982	2	4
1983	1	3
1984	2	4
1985	1	1
1986	1	2
1987	1	2
1988	1	2
1989	2	3
1990	1	3
1991	1	3
1992	1	3
1993	1	3
1994	1	3
1995	1	3
1996	1	3
1997	1	2
1998	1	4
2000	1	3
2001	1	3
2002	1	4
2003	1	6
2004	1	3
2005	1	3
2006	2	2
2007	1	4
2008	2	6
2009	2	3
2010	1	3
2011	1	3
2012	2	3
2013	1	6
2014	2	5
2015	2	3
2016	1	3
2017	2	3
2018	1	4
2019	2	3
2020	1	5
2021	1	2
2022	2	5
2023	1	3
2024	1	6
2025	1	3
2026	1	2
2027	2	4
2028	1	3
2029	1	4
2030	1	4
2031	1	3
2032	1	4
2033	2	4
2034	1	3
2035	1	3
2036	1	4
2037	1	4
2038	1	2
2039	1	3
2040	1	3
2041	1	3
2043	1	4
2044	1	5
2046	1	5
2047	2	5
2048	1	5
2049	2	3
2050	1	4
2051	1	4
2052	1	4
2053	2	3
2054	1	5
2055	1	5
2056	1	6
2057	2	3
2058	1	3
2059	2	5
2060	1	2
2061	1	5
2062	1	4
2063	2	4
2064	2	4
2065	1	3
2066	1	5
2067	2	4
2068	2	6
2069	2	3
2070	2	1
2071	2	4
2072	1	2
2073	2	3
2074	2	4
2075	1	3
2076	1	5
2077	2	3
2078	1	3
2079	1	2
2080	1	3
2081	1	5
2082	2	4
2083	2	3
2084	1	3
2085	1	3
2086	1	4
2087	2	3
2088	2	3
2089	1	6
2090	1	4
2091	1	4
2092	2	3
2093	1	5
2094	2	3
2095	2	3
2096	1	3
2097	1	3
2098	1	4
2099	1	2
2100	1	4
2101	1	4
2102	2	5
2103	1	3
2104	2	4
2105	1	6
2106	1	3
2107	1	3
2108	2	4
2109	1	4
2110	0	1
2111	1	4
2112	1	6
2113	2	2
2114	1	4
2115	1	5
2116	1	3
2117	1	4
2118	1	3
2119	1	2
2120	2	3
2121	2	3
2122	2	3
2123	1	4
2124	1	3
2125	2	3
2126	2	4
2127	2	4
2128	2	5
2129	1	3
2130	1	3
2131	1	3
2132	2	3
2133	2	3
2134	1	3
2135	1	3
2136	1	3
2137	1	4
2138	1	5
2139	1	2
2140	1	4
2141	2	3
2142	2	3
2143	1	3
2144	2	4
2145	1	3
2146	1	4
2147	2	3
2148	1	3
2149	1	3
2150	1	3
2151	2	3
2152	1	4
2153	1	3
2154	2	5
2155	1	3
2156	1	3
2157	2	5
2158	2	1
2159	1	3
2160	1	3
2161	2	3
